,duur,beweging,time,WR,Wk,uur,WRbin,WKbin
574,89,True,2016-04-26 06:14:29.454,230.0,3.0504913330078,6,5,2
576,86,True,2016-04-26 06:58:28.554,230.0,2.935474395752,6,5,2
578,88,True,2016-04-26 08:35:12.071,251.0,3.3051216602325,8,6,3
580,87,True,2016-04-26 09:59:52.971,237.0,3.8982925415039,9,5,3
582,88,True,2016-04-26 10:16:46.255,236.0,3.150680065155,10,5,2
584,86,True,2016-04-26 11:38:40.549,234.0,3.813295841217,11,5,3
586,87,True,2016-04-26 14:54:42.447,309.0,2.8819448947906,14,7,2
588,88,True,2016-04-26 15:51:10.848,243.0,2.7810332775116,15,5,2
590,85,True,2016-04-26 16:38:27.052,290.0,3.8791229724884,16,6,3
592,85,True,2016-04-26 18:03:21.971,253.0,4.3627023696899,18,6,3
594,87,True,2016-04-26 20:06:24.052,239.0,2.4750430583954,20,5,2
596,87,True,2016-04-26 22:45:36.163,239.0,4.292172908783,22,5,3
598,90,True,2016-04-27 10:25:06.053,254.0,1.701749920845,10,6,2
600,88,True,2016-04-27 11:06:25.554,271.0,2.0149738788605,11,6,2
602,86,True,2016-04-27 11:49:31.055,297.0,2.3914926052094,11,7,2
604,85,True,2016-04-27 11:58:37.469,300.0,4.5858654975891,11,7,3
606,86,True,2016-04-27 13:25:11.652,264.0,3.3510558605194,13,6,3
608,85,True,2016-04-27 14:53:25.355,295.0,3.3025887012482,14,7,3
610,85,True,2016-04-27 15:51:27.256,286.0,4.2447919845581,15,6,3
612,88,True,2016-04-28 07:39:10.160,239.0,1.074942111969,7,5,1
614,87,True,2016-04-28 09:31:05.751,203.0,1.1310042142868,9,5,1
616,86,True,2016-04-28 10:10:18.563,216.0,2.4200661182404,10,5,2
618,86,True,2016-04-28 10:59:05.955,187.0,1.7777054309845,10,4,2
620,85,True,2016-04-28 12:21:33.766,225.0,3.6729605197906,12,5,3
622,83,True,2016-04-28 12:47:20.651,146.0,1.8182145357132,12,3,2
624,85,True,2016-04-28 13:12:58.756,229.0,1.2330003976822,13,5,1
626,84,True,2016-04-28 17:44:14.554,209.0,1.6040939092636,17,5,2
628,84,True,2016-04-28 18:03:32.360,276.0,2.256582736969,18,6,2
630,85,True,2016-04-28 22:27:50.560,151.0,1.2539784908295,22,3,1
632,86,True,2016-04-29 07:14:38.350,192.0,2.2388601303101,7,4,2
634,85,True,2016-04-29 09:11:37.068,219.0,1.8699361085892,9,5,2
636,85,True,2016-04-29 09:39:25.066,224.0,2.9430701732635,9,5,2
638,85,True,2016-04-29 11:14:40.963,185.0,0.98017948865891,11,4,1
640,83,True,2016-04-29 12:37:44.161,229.0,3.1586365699768,12,5,2
642,86,True,2016-04-29 12:44:37.865,241.0,3.2186770439148,12,5,2
644,84,True,2016-04-29 12:55:13.464,225.0,2.7423322200775,12,5,2
646,84,True,2016-04-29 13:33:09.257,209.0,1.3700810670853,13,5,1
648,86,True,2016-04-29 17:39:12.170,228.0,2.3737699985504,17,5,2
650,86,True,2016-04-30 09:24:05.658,293.0,1.5628616809845,9,7,2
652,86,True,2016-04-30 09:40:25.155,299.0,1.2069588899612,9,7,1
654,85,True,2016-04-30 10:32:44.666,282.0,1.2315537929535,10,6,1
656,84,True,2016-04-30 12:15:06.551,190.0,1.3906973600388,12,4,1
658,84,True,2016-04-30 12:57:21.755,302.0,0.99681693315506,12,7,1
660,84,True,2016-04-30 13:16:30.472,296.0,1.5773295164108,13,7,2
662,85,True,2016-04-30 14:53:34.565,240.0,1.5303095579147,14,5,2
664,84,True,2016-04-30 16:25:47.655,269.0,2.3914933204651,16,6,2
666,86,True,2016-05-01 09:49:08.152,143.0,1.8558304309845,9,3,2
668,86,True,2016-05-01 10:21:12.252,301.0,3.8013601303101,10,7,3
670,85,True,2016-05-01 10:57:55.669,144.0,1.7661312818527,10,3,2
672,86,True,2016-05-01 11:41:39.863,177.0,0.63838249444962,11,4,1
674,84,True,2016-05-01 11:57:52.264,74.0,0.83984363079071,11,2,1
676,83,True,2016-05-01 12:42:15.067,76.0,1.1834487915039,12,2,1
678,82,True,2016-05-01 13:10:09.178,96.0,2.3357923030853,13,2,2
680,82,True,2016-05-01 15:08:47.061,117.0,2.5354452133179,15,3,2
682,82,True,2016-05-01 15:44:09.266,164.0,0.70746523141861,15,4,1
684,82,True,2016-05-12 17:44:33.346,100.0,2.0670571327209,17,2,2
686,82,True,2016-05-12 18:45:12.448,113.0,1.6030091047287,18,3,2
688,82,True,2016-05-12 19:08:58.447,80.0,2.1965420246124,19,2,2
690,82,True,2016-05-12 21:20:51.273,50.0,0.36820021271706,21,1,1
692,84,True,2016-05-13 08:52:28.751,218.0,2.0789930820465,8,5,2
694,83,True,2016-05-13 09:24:24.966,265.0,2.0659720897675,9,6,2
696,83,True,2016-05-13 10:01:39.852,203.0,2.8381798267365,10,5,2
698,83,True,2016-05-13 10:09:46.467,307.0,3.784360408783,10,7,3
700,83,True,2016-05-13 11:30:47.555,194.0,3.4418399333954,11,4,3
702,83,True,2016-05-13 11:51:17.952,131.0,1.2908709049225,11,3,1
704,84,True,2016-05-13 12:18:10.747,62.0,2.6569736003876,12,1,2
706,82,True,2016-05-13 13:50:42.450,98.0,1.2087670564651,13,2,1
708,83,True,2016-05-13 14:07:18.771,121.0,2.5661897659302,14,3,2
710,82,True,2016-05-13 14:44:41.151,236.0,2.3148145675659,14,5,2
712,84,True,2016-05-13 16:47:05.869,188.0,5.7613558769226,16,4,4
714,84,True,2016-05-13 17:00:05.846,198.0,3.9268662929535,17,4,3
716,83,True,2016-05-13 18:56:13.856,186.0,2.8848376274109,18,4,2
