,duur,beweging,time,WR,Wk,WRbin,WKbin
376,92,False,2016-01-18 19:47:59.189,66.0,0.30381941795349,1,1
378,92,False,2016-01-18 20:40:06.190,81.0,0.69444441795349,2,1
380,102,False,2016-01-19 01:41:16.795,4.0,0.75954860448837,0,1
382,107,False,2016-01-19 07:21:28.696,37.0,0.49913191795349,1,1
384,100,False,2016-01-19 08:28:40.100,93.0,0.28211805224419,2,1
386,99,False,2016-01-19 09:37:55.994,284.0,0.10850694030523,6,0
388,94,False,2016-01-19 14:46:35.806,238.0,3.0598957538605,5,2
390,95,False,2016-01-20 00:24:28.299,207.0,0.88975691795349,5,1
392,95,False,2016-01-20 05:45:03.689,232.0,1.2369791269302,5,1
394,91,False,2016-01-20 06:41:30.093,210.0,3.2769095897675,5,2
396,93,False,2016-01-20 09:44:58.098,211.0,0.62934023141861,5,1
398,90,False,2016-01-20 10:40:46.307,208.0,2.5390625,5,2
400,91,False,2016-01-20 13:07:15.189,238.0,1.6710069179535,5,2
402,89,False,2016-01-20 13:39:39.494,223.0,2.9079859256744,5,2
404,89,False,2016-01-20 15:13:07.202,252.0,1.8880207538605,6,2
406,87,False,2016-01-20 15:23:01.992,207.0,1.584201335907,5,2
408,90,False,2016-01-20 18:28:36.495,228.0,2.4305553436279,5,2
410,94,False,2016-01-21 11:12:27.194,150.0,2.4739582538605,3,2
412,92,False,2016-01-21 12:08:06.801,138.0,1.8446179628372,3,2
414,90,False,2016-01-21 13:37:23.103,121.0,1.779513835907,3,2
416,90,False,2016-01-21 16:41:05.688,141.0,0.34722220897675,3,1
418,100,False,2016-01-22 08:09:58.700,129.0,2.973090171814,3,2
420,96,False,2016-01-22 11:02:52.603,188.0,2.734375,4,2
422,91,False,2016-01-22 16:29:23.887,159.0,0.86805552244186,4,1
424,92,False,2016-01-22 19:30:32.088,288.0,1.0199652910233,6,1
426,87,False,2016-01-25 07:11:59.985,127.0,1.8229166269302,3,2
428,85,False,2016-01-25 12:36:47.401,107.0,3.0164928436279,2,2
430,85,False,2016-01-25 15:06:13.384,251.0,3.5156247615814,6,3
432,86,False,2016-01-25 18:34:03.993,226.0,1.5190972089767,5,2
434,85,False,2016-01-25 20:34:09.788,221.0,4.123263835907,5,3
436,85,False,2016-01-25 20:55:01.594,247.0,1.193576335907,5,1
438,86,False,2016-01-26 05:17:03.795,238.0,1.7361110448837,5,2
440,86,False,2016-01-26 09:08:21.190,221.0,2.560763835907,5,2
442,86,False,2016-01-26 09:59:42.396,244.0,1.9531248807907,5,2
444,86,False,2016-01-26 11:43:14.508,332.0,1.1284722089767,7,1
446,85,False,2016-01-26 12:18:58.198,219.0,0.78125,5,1
448,85,False,2016-01-26 14:13:43.688,216.0,2.8428819179535,5,2
450,85,False,2016-01-26 15:55:47.002,59.0,4.318576335907,1,3
452,86,False,2016-01-26 17:31:02.786,184.0,2.4739582538605,4,2
454,86,False,2016-01-26 19:24:47.701,205.0,3.6024303436279,5,3
456,86,False,2016-01-27 07:03:31.797,241.0,2.560763835907,5,2
458,86,False,2016-01-27 10:11:48.005,222.0,0.99826383590698,5,1
460,86,False,2016-01-27 11:04:14.788,243.0,2.170138835907,5,2
462,85,False,2016-01-27 15:41:08.000,253.0,1.9531248807907,6,2
464,85,False,2016-01-27 15:58:42.890,241.0,2.582465171814,5,2
466,85,False,2016-01-27 16:58:16.696,252.0,1.0633679628372,6,1
468,85,False,2016-01-27 18:13:17.384,199.0,3.125,4,2
470,85,False,2016-01-27 19:23:50.096,240.0,5.0130205154419,5,3
472,87,False,2016-01-28 06:38:39.604,229.0,1.5625,5,2
474,86,False,2016-01-28 08:01:49.486,237.0,2.8645832538605,5,2
476,87,False,2016-01-28 11:08:27.988,233.0,3.6024303436279,5,3
478,86,False,2016-01-28 16:48:36.393,259.0,1.5625,6,2
480,86,False,2016-01-28 18:06:14.586,86.0,0.390625,2,1
482,86,False,2016-01-28 19:31:33.493,200.0,1.974826335907,4,2
484,87,False,2016-01-29 08:54:45.987,247.0,1.9314235448837,5,2
486,87,False,2016-01-29 09:45:45.896,224.0,4.9913191795349,5,3
488,86,False,2016-01-29 22:03:16.489,164.0,4.709201335907,4,3
490,88,False,2016-01-31 14:04:36.792,202.0,2.560763835907,4,2
492,85,False,2016-02-01 05:52:19.097,249.0,3.168402671814,6,2
493,85,False,2016-02-01 05:52:19.097,249.0,3.168402671814,6,2
496,86,False,2016-02-01 07:03:25.991,239.0,7.6171870231628,5,4
497,86,False,2016-02-01 07:03:25.991,239.0,7.6171870231628,5,4
