,duur,beweging,time,WR,Wk
715,84,True,2016-03-24 17:51:05.200,199.0,1.0199652910233
717,84,True,2016-03-24 19:53:00.700,222.0,1.6276041269302
719,93,True,2016-03-25 08:11:58.906,207.0,1.6276041269302
721,85,True,2016-03-25 08:52:02.606,188.0,1.4539929628372
723,84,True,2016-03-25 08:58:49.196,223.0,1.4322916269302
725,86,True,2016-03-25 10:48:50.611,226.0,5.121527671814
727,83,True,2016-03-25 10:55:52.599,217.0,1.996527671814
729,83,True,2016-03-25 11:26:02.312,244.0,3.8194441795349
731,85,True,2016-03-25 14:07:25.004,255.0,2.582465171814
733,84,True,2016-03-25 14:39:03.610,289.0,4.2317705154419
735,83,True,2016-03-25 15:01:06.505,328.0,2.951388835907
737,82,True,2016-03-25 15:18:26.096,301.0,1.996527671814
739,82,True,2016-03-25 15:47:18.596,299.0,2.8862845897675
741,84,True,2016-03-25 18:54:30.207,315.0,1.6710069179535
743,87,True,2016-03-26 13:14:09.394,112.0,5.902777671814
745,97,True,2016-03-28 09:51:31.707,200.0,1.3237847089767
747,81,True,2016-03-28 10:36:03.910,143.0,4.123263835907
749,84,True,2016-03-28 14:03:15.507,225.0,3.8411457538605
751,82,True,2016-03-28 16:59:25.805,251.0,9.4618053436279
753,94,True,2016-03-29 09:23:39.998,255.0,1.6493054628372
755,87,True,2016-03-29 10:14:51.814,210.0,4.6006941795349
757,84,True,2016-03-29 11:13:50.709,240.0,2.560763835907
759,83,True,2016-03-29 11:41:13.202,213.0,6.6406245231628
761,83,True,2016-03-29 13:15:15.805,230.0,5.2517356872559
763,86,True,2016-03-30 10:10:30.496,225.0,4.3836803436279
765,84,True,2016-03-30 10:18:46.501,247.0,4.8394093513489
767,83,True,2016-03-30 10:47:38.797,238.0,2.734375
769,83,True,2016-03-30 13:00:50.910,157.0,2.9079859256744
771,82,True,2016-03-30 15:48:10.799,197.0,6.4236106872559
773,81,True,2016-03-30 15:54:59.797,239.0,4.079861164093
775,83,True,2016-03-30 18:55:47.794,326.0,1.996527671814
777,90,True,2016-03-31 09:10:18.711,56.0,0.10850694030523
779,85,True,2016-03-31 09:25:27.600,127.0,0.5859375
781,84,True,2016-03-31 12:48:40.705,334.0,0.82465273141861
783,82,True,2016-03-31 15:55:26.110,4.0,2.1484375
785,82,True,2016-03-31 18:39:26.298,15.0,0.95486104488373
787,84,True,2016-03-31 19:58:42.306,51.0,1.3237847089767
790,94,True,2016-04-01 06:50:14.099,324.0,1.605902671814
791,94,True,2016-04-01 06:50:14.099,324.0,1.605902671814
794,87,True,2016-04-01 10:04:10.194,55.0,0.86805552244186
795,87,True,2016-04-01 10:04:10.194,55.0,0.86805552244186
798,86,True,2016-04-01 10:50:08.705,92.0,0.86805552244186
799,86,True,2016-04-01 10:50:08.705,92.0,0.86805552244186
802,84,True,2016-04-01 12:46:52.599,302.0,0.84635412693024
803,84,True,2016-04-01 12:46:52.599,302.0,0.84635412693024
806,83,True,2016-04-01 14:09:04.802,96.0,2.6692707538605
807,83,True,2016-04-01 14:09:04.802,96.0,2.6692707538605
810,81,True,2016-04-01 17:54:00.606,148.0,4.4487843513489
811,81,True,2016-04-01 17:54:00.606,148.0,4.4487843513489
814,80,True,2016-04-01 18:10:24.009,349.0,0.32552081346512
815,80,True,2016-04-01 18:10:24.009,349.0,0.32552081346512
817,84,True,2016-04-02 13:00:44.102,220.0,1.7361110448837
819,86,True,2016-04-03 09:01:23.109,153.0,2.0399305820465
821,90,True,2016-04-04 09:24:17.907,171.0,1.2803819179535
823,81,True,2016-04-04 11:08:40.501,200.0,0.91145831346512
825,81,True,2016-04-04 11:40:51.298,242.0,1.974826335907
827,80,True,2016-04-04 14:50:29.813,232.0,2.9079859256744
829,79,True,2016-04-04 16:12:23.702,246.0,2.2135415077209
831,86,True,2016-04-05 07:12:53.013,44.0,0.21701388061047
833,83,True,2016-04-05 10:24:05.400,240.0,1.388888835907
835,82,True,2016-04-05 13:56:55.900,253.0,3.8628470897675
837,81,True,2016-04-05 18:12:49.299,256.0,2.7126734256744
839,87,True,2016-04-06 07:45:03.411,245.0,4.513888835907
841,83,True,2016-04-06 09:52:58.709,211.0,4.535590171814
843,83,True,2016-04-06 11:06:49.603,229.0,2.0616319179535
845,81,True,2016-04-06 13:37:27.199,283.0,3.5807290077209
847,81,True,2016-04-06 14:18:39.304,238.0,2.7126734256744
849,83,True,2016-04-06 18:01:28.800,247.0,0.73784720897675
851,93,True,2016-04-07 09:20:36.701,202.0,5.4470481872559
