,duur,beweging,time,WR,Wk,uur,N,NO,O,ZO,Z,ZW,W,NW
174,88,False,2015-12-18 10:37:12.179,212.0,1.996527671814,10,0,0,0,0,0,1,0,0
175,86,True,2015-12-18 10:39:33.979,188.0,1.5407985448837,10,0,0,0,0,1,0,0,0
176,89,False,2015-12-18 12:41:28.983,225.0,2.2352430820465,12,0,0,0,0,0,1,0,0
177,85,True,2015-12-18 12:43:42.676,239.0,1.584201335907,12,0,0,0,0,0,1,0,0
178,87,False,2015-12-19 09:25:07.587,91.0,1.2803819179535,9,0,0,1,0,0,0,0,0
179,83,True,2015-12-19 09:27:54.591,263.0,0.78125,9,0,0,0,0,0,0,1,0
180,88,False,2015-12-19 10:49:23.994,148.0,0.93315970897675,10,0,0,0,1,0,0,0,0
181,84,True,2015-12-19 10:52:32.486,168.0,1.801215171814,10,0,0,0,0,1,0,0,0
182,88,False,2015-12-20 17:14:04.096,145.0,1.171875,17,0,0,0,1,0,0,0,0
183,84,True,2015-12-20 17:17:20.394,118.0,0.62934023141861,17,0,0,0,1,0,0,0,0
184,89,False,2015-12-21 05:53:18.896,216.0,5.6206593513489,5,0,0,0,0,0,1,0,0
185,82,True,2015-12-21 05:56:38.188,246.0,1.5625,5,0,0,0,0,0,1,0,0
186,88,False,2015-12-21 08:36:57.075,208.0,6.1631941795349,8,0,0,0,0,0,1,0,0
187,84,True,2015-12-21 08:39:13.379,227.0,2.4088540077209,8,0,0,0,0,0,1,0,0
188,89,False,2015-12-21 11:19:32.084,269.0,4.1666665077209,11,0,0,0,0,0,0,1,0
189,85,True,2015-12-21 11:22:07.085,197.0,3.7109372615814,11,0,0,0,0,1,0,0,0
190,88,False,2015-12-21 12:14:16.082,222.0,7.5086803436279,12,0,0,0,0,0,1,0,0
191,86,True,2015-12-21 12:18:12.985,215.0,2.0616319179535,12,0,0,0,0,0,1,0,0
192,89,False,2015-12-21 17:16:06.586,260.0,1.1284722089767,17,0,0,0,0,0,0,1,0
193,85,True,2015-12-21 17:18:24.895,193.0,2.9296875,17,0,0,0,0,1,0,0,0
194,89,False,2015-12-21 19:32:53.975,197.0,7.074652671814,19,0,0,0,0,1,0,0,0
195,85,True,2015-12-21 19:35:04.395,230.0,4.8828125,19,0,0,0,0,0,1,0,0
196,87,False,2015-12-21 21:01:21.682,210.0,4.6006941795349,21,0,0,0,0,0,1,0,0
197,83,True,2015-12-21 21:04:37.783,222.0,6.1848955154419,21,0,0,0,0,0,1,0,0
198,88,False,2015-12-22 00:50:39.779,211.0,2.387152671814,0,0,0,0,0,0,1,0,0
199,84,True,2015-12-22 00:53:59.985,224.0,3.168402671814,0,0,0,0,0,0,1,0,0
200,89,False,2015-12-22 07:39:13.692,64.0,0.10850694030523,7,0,1,0,0,0,0,0,0
201,86,True,2015-12-22 07:42:23.994,238.0,2.973090171814,7,0,0,0,0,0,1,0,0
202,88,False,2015-12-22 09:09:33.291,214.0,3.4288194179535,9,0,0,0,0,0,1,0,0
203,86,True,2015-12-22 09:14:28.193,228.0,4.3619790077209,9,0,0,0,0,0,1,0,0
204,90,False,2015-12-22 10:06:45.972,229.0,3.2335069179535,10,0,0,0,0,0,1,0,0
205,86,True,2015-12-22 10:09:39.293,183.0,3.1032984256744,10,0,0,0,0,1,0,0,0
206,89,False,2015-12-22 11:13:01.489,250.0,3.7109372615814,11,0,0,0,0,0,0,1,0
207,87,True,2015-12-22 11:15:28.195,237.0,1.6493054628372,11,0,0,0,0,0,1,0,0
208,89,False,2015-12-22 18:49:06.177,214.0,3.342013835907,18,0,0,0,0,0,1,0,0
209,86,True,2015-12-22 18:51:28.777,232.0,1.974826335907,18,0,0,0,0,0,1,0,0
210,86,False,2015-12-22 21:38:25.283,256.0,0.86805552244186,21,0,0,0,0,0,0,1,0
211,83,True,2015-12-22 21:40:58.478,239.0,2.191840171814,21,0,0,0,0,0,1,0,0
212,88,False,2015-12-23 08:11:52.893,209.0,3.9930553436279,8,0,0,0,0,0,1,0,0
213,83,True,2015-12-23 08:15:13.488,239.0,3.8628470897675,8,0,0,0,0,0,1,0,0
214,88,False,2015-12-23 10:21:14.082,219.0,3.9930553436279,10,0,0,0,0,0,1,0,0
215,85,True,2015-12-23 10:24:23.486,181.0,3.0164928436279,10,0,0,0,0,1,0,0,0
216,87,False,2015-12-23 14:04:46.194,235.0,3.7109372615814,14,0,0,0,0,0,1,0,0
217,84,True,2015-12-23 14:08:23.894,230.0,5.685763835907,14,0,0,0,0,0,1,0,0
218,88,False,2015-12-23 21:14:08.374,230.0,1.3020832538605,21,0,0,0,0,0,1,0,0
219,82,True,2015-12-23 21:17:06.282,135.0,1.996527671814,21,0,0,0,1,0,0,0,0
220,89,False,2015-12-24 06:53:03.982,166.0,2.3003470897675,6,0,0,0,0,1,0,0,0
221,83,True,2015-12-24 06:55:32.386,161.0,4.1883678436279,6,0,0,0,0,1,0,0,0
